字词,拼音
"纱幮","shā chú"
"纱窗","shā chuānɡ"
"纱窗恨","shā chuānɡ hèn"
"纱灯","shā dēnɡ"
"纱锭","shā dìnɡ"
"纱冠","shā ɡuàn"
"纱縠","shā xiá"
"纱幌","shā huǎnɡ"
"纱巾","shā jīn"
"纱绢","shā juàn"
"纱笼","shā lónɡ"
"纱笼中人","shā lónɡ zhōnɡ rén"
"纱罗","shā luó"
"纱幔","shā màn"
"纱帽生","shā mào shēnɡ"
"纱帽圆领","shā mào yuán lǐnɡ"
"纱囊","shā nánɡ"
"纱纱","shā shā"
"纱屉子","shā tì zǐ"
"纱帷","shā wéi"
"纱箱","shā xiānɡ"
"纱羊","shā yánɡ"
"纱元","shā yuán"
"纱帐","shā zhànɡ"
"纱罩","shā zhào"
"纱子","shā zǐ"
"乷齿","ɡuàn chǐ"
"乷发","ɡuàn fā"
"乷覊","ɡuàn jī"
"乷髻","ɡuàn jì"
"乷角","ɡuàn jiǎo"
"乷髦","ɡuàn máo"
"乷女","ɡuàn nǚ"
"乷日","ɡuàn rì"
"乷岁","ɡuàn suì"
"乷童","ɡuàn tónɡ"
"乷学家","ɡuàn xué jiā"
"刹把","shā bǎ"
"刹车","shā chē"
"刹尘","shā chén"
"刹帝利","shā dì lì"
"刹竿","shā ɡān"
"刹海","shā hǎi"
"刹利","shā lì"
"刹末","shā mò"
"刹那","shā nà"
"刹刹","shā shā"
"刹刹尘尘","shā shā chén chén"
"刹时","shā shí"
"刹手锏","shā shǒu jiǎn"
"刹寺","shā sì"
"刹土","shā tǔ"
"刹柱","shā zhù"
"砂包","shā bāo"
"砂袋","shā dài"
"砂磴语","shā dènɡ yǔ"
"砂丁","shā dīnɡ"
"砂俘","shā fú"
"砂汞","shā ɡǒnɡ"
"砂罐","shā ɡuàn"
"砂锅","shā ɡuō"
"砂锅捣蒜","shā ɡuō dǎo suàn"
"砂锅砸蒜","shā ɡuō zá suàn"
"砂果","shā ɡuǒ"
"砂壶","shā hú"
"砂礓","shā jiānɡ"
"砂颗","shā kē"
"砂壳子","shā ké zǐ"
"砂里淘金","shā lǐ táo jīn"
"砂砾","shā lì"
"砂锣","shā luó"
"砂瓶","shā pínɡ"
"砂碛","shā qì"
"砂泉","shā quán"
"砂壤","shā rǎnɡ"
"砂石","shā shí"
"砂鼠","shā shǔ"
"砂閖钱","shā shuǐ qián"
"砂糖","shā tánɡ"
"砂糖鱼儿","shā tánɡ yú ér"
"砂铁","shā tiě"
"砂盐","shā yán"
"砂眼","shā yǎn"
"砂子","shā zǐ"
"唦哑","shā yǎ"
"莎草","shā cǎo"
"擅行","shàn xínɡ"
"擅业","shàn yè"
"擅移","shàn yí"
"擅政","shàn zhènɡ"
"擅制","shàn zhì"
"擅专","shàn zhuān"
"擅恣","shàn zì"
"樿傍","shàn bànɡ"
"樿旁","shàn pánɡ"
"膳部","shàn bù"
"膳啖","shàn dàn"
"膳房","shàn fánɡ"
"膳夫","shàn fū"
"膳服","shàn fú"
"膳府","shàn fǔ"
"膳脯","shàn pú"
"膳荤","shàn hūn"
"膳牌","shàn pái"
"膳食","shàn shí"
"膳宿","shàn xiǔ"
"膳堂","shàn tánɡ"
"膳羞","shàn xiū"
"膳饮","shàn yǐn"
"膳宰","shàn zǎi"
"赡笔","shàn bǐ"
"赡辨","shàn biàn"
"赡表","shàn biǎo"
"赡表子","shàn biǎo zǐ"
"赡博","shàn bó"
"赡部","shàn bù"
"赡部金","shàn bù jīn"
"赡部洲","shàn bù zhōu"
"赡畅","shàn chànɡ"
"赡辞","shàn cí"
"赡赐","shàn cì"
"赡地","shàn dì"
"赡富","shàn fù"
"赡给","shàn ɡěi"
"赡宏","shàn hónɡ"
"赡护","shàn hù"
"赡济","shàn jì"
"赡家","shàn jiā"
"赡救","shàn jiù"
"赡举","shàn jǔ"
"赡老","shàn lǎo"
"赡礼","shàn lǐ"
"赡丽","shàn lì"
"赡美","shàn měi"
"赡庙地","shàn miào dì"
"赡敏","shàn mǐn"
"赡墨","shàn mò"
"赡洽","shàn qià"
"赡切","shàn qiē"
"赡缛","shàn rù"
"赡身","shàn shēn"
"赡生","shàn shēnɡ"
"赡私","shàn sī"
"赡速","shàn sù"
"赡田","shàn tián"
"赡通","shàn tōnɡ"
"赡蔚","shàn wèi"
"赡文","shàn wén"
"赡闻","shàn wén"
"赡恤","shàn xù"
"赡学","shàn xué"
"赡雅","shàn yǎ"
"赡养","shàn yǎnɡ"
"赡遗","shàn yí"
"赡逸","shàn yì"
"赡用","shàn yònɡ"
"赡腴","shàn yú"
"赡育","shàn yù"
"赡郁","shàn yù"
"赡裕","shàn yù"
"赡藻","shàn zǎo"
"赡振","shàn zhèn"
"赡赈","shàn zhèn"
"赡知","shàn zhī"
"赡智","shàn zhì"
"赡洲","shàn zhōu"
"赡助","shàn zhù"
"赡足","shàn zú"
"蟺蜂"," fēnɡ"
"蟺绪"," xù"
"蟺蜎"," yuān"
"蟺蜎蠖瀋"," yuān huò "
"譱祥","shàn xiánɡ"
"饍羞"," xiū"
"饍御"," yù"
"饍宰"," zǎi"
"鳝脯","shàn pú"
"鳝更","shàn ɡènɡ"
"鳝羹","shàn ɡēnɡ"
"鳝丝","shàn sī"
"伤哀","shānɡ āi"
"伤疤","shānɡ bā"
"伤败","shānɡ bài"
"伤瘢","shānɡ bān"
"伤悲","shānɡ bēi"
"伤痺","shānɡ zhǐ"
"伤别","shānɡ bié"
"伤兵","shānɡ bīnɡ"
"伤病员","shānɡ bìnɡ yuán"
"伤剥","shānɡ bāo"
"伤残","shānɡ cán"
"伤惨","shānɡ cǎn"
"伤恻","shānɡ cè"
"伤忡","shānɡ chōnɡ"
"伤楚","shānɡ chǔ"
"伤触","shānɡ chù"
"伤创","shānɡ chuànɡ"
"伤怆","shānɡ chuànɡ"
"伤春","shānɡ chūn"
"伤辞","shānɡ cí"
"伤摧","shānɡ cuī"
"伤悴","shānɡ cuì"
"伤挫","shānɡ cuò"
"伤单","shānɡ dān"
"伤悼","shānɡ dào"
"伤诋","shānɡ dǐ"
"伤恫","shānɡ dònɡ"
"伤墯","shānɡ duò"
"伤伐","shānɡ fá"
"伤犯","shānɡ fàn"
"伤废","shānɡ fèi"
"伤愤","shānɡ fèn"
"伤风","shānɡ fēnɡ"
"伤风败化","shānɡ fēnɡ bài huà"
"伤风败俗","shānɡ fēnɡ bài sú"
"伤风化","shānɡ fēnɡ huà"
"伤负","shānɡ fù"
"伤弓之鸟","shānɡ ɡōnɡ zhī niǎo"
"伤乖","shānɡ ɡuāi"
"伤官","shānɡ ɡuān"
"伤害","shānɡ hài"
"伤寒论","shānɡ hán lùn"
"伤号","shānɡ hào"
"伤秏","shānɡ "
"伤耗","shānɡ hào"
"伤和","shānɡ hé"
"伤阂","shānɡ hé"
"伤荷藕","shānɡ hé ǒu"
"伤痕","shānɡ hén"
"伤化","shānɡ huà"
"伤化败俗","shānɡ huà bài sú"
"伤怀","shānɡ huái"
"伤坏","shānɡ huài"
"伤悔","shānɡ huǐ"
"伤魂","shānɡ hún"
"伤疾","shānɡ jí"
"伤家","shānɡ jiā"
"伤教败俗","shānɡ jiào bài sú"
"伤嗟","shānɡ jiē"
"伤今","shānɡ jīn"
"伤斤动骨","shānɡ jīn dònɡ ɡǔ"
"伤筋动骨","shānɡ jīn dònɡ ɡǔ"
"伤锦","shānɡ jǐn"
"伤酒","shānɡ jiǔ"
"伤沮","shānɡ jǔ"
"伤蹶","shānɡ juě"
"三炎","sān yán"
"三檐青罗伞","sān yán qīnɡ luó sǎn"
"三檐伞","sān yán sǎn"
"三檐伞盖","sān yán sǎn ɡài"
"三檐四马","sān yán sì mǎ"
"三眼铳","sān yǎn chònɡ"
"三厌","sān yàn"
"三燕","sān yàn"
"三阳","sān yánɡ"
"三阳交泰","sān yánɡ jiāo tài"
"三阳五会","sān yánɡ wǔ huì"
"三杨","sān yánɡ"
"三养","sān yǎnɡ"
"三謡","sān "
"三要","sān yào"
"三曜","sān yào"
"三野","sān yě"
"三业","sān yè"
"三叶","sān yè"
"三叶虫","sān yè chónɡ"
"三一","sān yī"
"三一八惨案","sān yī bā cǎn àn"
"三一回五一回","sān yī huí wǔ yī huí"
"三一律","sān yī lǜ"
"三一三十一","sān yī sān shí yī"
"三衣","sān yī"
"三医","sān yī"
"三揖","sān yī"
"三揖三让","sān yī sān rànɡ"
"三仪","sān yí"
"三夷","sān yí"
"三遗矢","sān yí shǐ"
"三彝","sān yí"
"三已","sān yǐ"
"三已心","sān yǐ xīn"
"三弋","sān yì"
"三异","sān yì"
"三易","sān yì"
"三益","sān yì"
"三翼","sān yì"
"三阴","sān yīn"
"三淫","sān yín"
"三尹","sān yǐn"
"三隐","sān yǐn"
"三英","sān yīnɡ"
"三影","sān yǐnɡ"
"三影郎中","sān yǐnɡ lánɡ zhōnɡ"
"三雍","sān yōnɡ"
"三雍宫","sān yōnɡ ɡōnɡ"
"三踊","sān yǒnɡ"
"三忧","sān yōu"
"三友","sān yǒu"
"三有","sān yǒu"
"三酉","sān yǒu"
"三又","sān yòu"
"三右","sān yòu"
"三幼","sān yòu"
"三侑","sān yòu"
"三宥","sān yòu"
"三余","sān yú"
"三鱼","sān yú"
"三虞","sān yú"
"三雨","sān yǔ"
"三语","sān yǔ"
"三语掾","sān yǔ "
"三育","sān yù"
"三狱","sān yù"
"三浴三熏","sān yù sān xūn"
"三欲","sān yù"
"三元八会","sān yuán bā huì"
"三元白法","sān yuán bái fǎ"
"三元节","sān yuán jié"
"三元君","sān yuán jūn"
"三元客","sān yuán kè"
"三元里","sān yuán lǐ"
"三原","sān yuán"
"三远","sān yuǎn"
"三怨","sān yuàn"
"三怨成府","sān yuàn chénɡ fǔ"
"三院","sān yuàn"
"三月不知肉味","sān yuè bù zhī ròu wèi"
"三月二","sān yuè èr"
"三月雪","sān yuè xuě"
"三越","sān yuè"
"三云","sān yún"
"三韵","sān yùn"
"三匝","sān zā"
"三灾","sān zāi"
"三灾八难","sān zāi bā nán"
"三宰","sān zǎi"
"三醩","sān zāo"
"三咤","sān zhà"
"三宅","sān zhái"
"三翟","sān zhái"
"三鳣","sān zhān"
"三斩","sān zhǎn"
"三占从二","sān zhàn cónɡ èr"
"三张","sān zhānɡ"
"三章","sān zhānɡ"
"三章法","sān zhānɡ fǎ"
"三仗","sān zhànɡ"
"三障","sān zhànɡ"
"三招两式","sān zhāo liǎnɡ shì"
"三兆","sān zhào"
"三折","sān shé"
"三折笔","sān shé bǐ"
"三折肱为良医","sān shé ɡōnɡ wéi liánɡ yī"
"三折股为良医","sān shé ɡǔ wéi liánɡ yī"
"三哲","sān zhé"
"三悊","sān zhé"
"三贞","sān zhēn"
"三贞妇","sān zhēn fù"
"三贞九烈","sān zhēn jiǔ liè"
"三贞五烈","sān zhēn wǔ liè"
"三真","sān zhēn"
"三真经","sān zhēn jīnɡ"
"三真六草","sān zhēn liù cǎo"
"三阵","sān zhèn"
"三征","sān zhēnɡ"
"三征七辟","sān zhēnɡ qī pì"
"三正","sān zhènɡ"
"三之日","sān zhī rì"
"三支","sān zhī"
"三支比量","sān zhī bǐ liànɡ"
"三芝","sān zhī"
"三直","sān zhí"
"三只手","sān zhī shǒu"
"三旨相公","sān zhǐ xiānɡ ɡōnɡ"
"三纸无驴","sān zhǐ wú lǘ"
"三指","sān zhǐ"
"三趾","sān zhǐ"
"三至","sān zhì"
"三志","sān zhì"
"三制","sān zhì"
"三制手","sān zhì shǒu"
"三陟","sān zhì"
"三致千金","sān zhì qiān jīn"
"三致意","sān zhì yì"
"三致志","sān zhì zhì"
"三智五猜","sān zhì wǔ cāi"
"三忠","sān zhōnɡ"
"三终","sān zhōnɡ"
"三种","sān zhǒnɡ"
"三种人","sān zhǒnɡ rén"
"三重","sān zhònɡ"
"三重门","sān zhònɡ mén"
"三周","sān zhōu"
"三洲","sān zhōu"
"三洲歌","sān zhōu ɡē"
"三洲曲","sān zhōu qǔ"
"三肘","sān zhǒu"
"三珠","sān zhū"
"三珠符","sān zhū fú"
"三铢钱","sān zhū qián"
"三竺","sān zhú"
"三属","sān shǔ"
"三住","sān zhù"
"三注","sān zhù"
"三注三唱","sān zhù sān chànɡ"
"三柱","sān zhù"
"骚离","sāo lí"
"骚掠","sāo lüě"
"骚马","sāo mǎ"
"骚闹","sāo nào"
"骚牛","sāo niú"
"骚奴","sāo nú"
"骚虐","sāo nüè"
"骚气","sāo qì"
"骚情","sāo qínɡ"
"骚情赋骨","sāo qínɡ fù ɡǔ"
"骚然","sāo rán"
"骚攘","sāo rǎnɡ"
"骚扰","sāo rǎo"
"骚人","sāo rén"
"骚人词客","sāo rén cí kè"
"骚人墨客","sāo rén mò kè"
"骚人墨士","sāo rén mò shì"
"骚人体","sāo rén tǐ"
"骚人雅士","sāo rén yǎ shì"
"骚人逸客","sāo rén yì kè"
"骚骚","sāo sāo"
"骚瑟","sāo sè"
"骚杀","sāo shā"
"骚士","sāo shì"
"骚思","sāo sī"
"骚苏","sāo sū"
"骚坛","sāo tán"
"骚体","sāo tǐ"
"骚头","sāo tóu"
"骚托托","sāo tuō tuō"
"骚文","sāo wén"
"骚翁墨客","sāo wēnɡ mò kè"
"骚携","sāo xié"
"骚屑","sāo xiè"
"骚兴","sāo xīnɡ"
"骚学","sāo xué"
"骚雅","sāo yǎ"
"骚驿","sāo yì"
"骚音","sāo yīn"
"骚忧","sāo yōu"
"骚语","sāo yǔ"
"骚怨","sāo yuàn"
"骚杂","sāo zá"
"骚章","sāo zhānɡ"
"骚旨","sāo zhǐ"
"骚子","sāo zǐ"
"骚踪","sāo zōnɡ"
"缫车","sāo chē"
"缫藉","sāo jiè"
"缫丝","sāo sī"
"缫丝娘","sāo sī niánɡ"
"缫席","sāo xí"
"缫演","sāo yǎn"
"臊根","sào ɡēn"
"臊秽","sào huì"
"臊眉耷眼","sào méi dā yǎn"
"臊皮","sào pí"
"臊膻","sào shān"
"臊声","sào shēnɡ"
"臊陀","sào tuó"
"臊陁","sào "
"臊腥","sào xīnɡ"
"臊子","sào zǐ"
"颾颾","sāo sāo"
"扫笆","sǎo bā"
"扫把","sǎo bǎ"
"扫白","sǎo bái"
"扫边","sǎo biān"
"扫尘","sǎo chén"
"扫愁帚","sǎo chóu zhǒu"
"扫除","sǎo chú"
"扫搭","sǎo dā"
"扫荡","sǎo dànɡ"
"扫道","sǎo dào"
"扫涤","sǎo dí"
"扫地","sǎo dì"
"扫地出门","sǎo dì chū mén"
"扫地夫","sǎo dì fū"
"扫地俱尽","sǎo dì jù jìn"
"扫地无遗","sǎo dì wú yí"
"扫地无余","sǎo dì wú yú"
"扫地以尽","sǎo dì yǐ jìn"
"扫殿","sǎo diàn"
"扫定","sǎo dìnɡ"
"扫断","sǎo duàn"
"扫凡马","sǎo fán mǎ"
"扫拂","sǎo fú"
"扫阁","sǎo ɡé"
"扫刮","sǎo ɡuā"
"扫光","sǎo ɡuānɡ"
"扫轨","sǎo ɡuǐ"
"扫锅刮灶","sǎo ɡuō ɡuā zào"
"扫馘","sǎo ɡuó"
"扫彗","sǎo huì"
"扫迹","sǎo jì"
"扫街","sǎo jiē"
"扫解","sǎo jiě"
"扫疥","sǎo jiè"
"扫径","sǎo jìnɡ"
"扫境","sǎo jìnɡ"
"扫括","sǎo kuò"
"扫犁","sǎo lí"
"扫脸","sǎo liǎn"
"扫掠","sǎo lüě"
"扫盲","sǎo mánɡ"
"扫眉","sǎo méi"
"扫眉才子","sǎo méi cái zǐ"
"扫门","sǎo mén"
"扫灭","sǎo miè"
"扫墓望丧","sǎo mù wànɡ sànɡ"
"扫难","sǎo nán"
"扫脑儿","sǎo nǎo ér"
"扫泥米","sǎo ní mǐ"
"扫平","sǎo pínɡ"
"扫弃","sǎo qì"
"扫清","sǎo qīnɡ"
"扫晴妇","sǎo qínɡ fù"
"扫晴娘","sǎo qínɡ niánɡ"
"扫洒","sǎo sǎ"
"扫射","sǎo shè"
"扫石","sǎo shí"
"扫拭","sǎo shì"
"扫数","sǎo shù"
"扫刷","sǎo shuā"
"扫榻","sǎo tà"
"扫堂腿","sǎo tánɡ tuǐ"
"扫堂子","sǎo tánɡ zǐ"
"扫殄","sǎo tiǎn"
"扫厅","sǎo tīnɡ"
"扫听","sǎo tīnɡ"
"扫庭","sǎo tínɡ"
"扫头","sǎo tóu"
"扫土","sǎo tǔ"
"扫箨","sǎo tuò"
"扫望","sǎo wànɡ"
"扫尾","sǎo wěi"
"扫兀","sǎo wū"
"扫星","sǎo xīnɡ"
"扫穴","sǎo xué"
"扫穴犁庭","sǎo xué lí tínɡ"
"扫学","sǎo xué"
"扫雪","sǎo xuě"
"扫掩","sǎo yǎn"
"扫叶","sǎo yè"
"扫夷","sǎo yí"
"扫帚","sǎo zhǒu"
"扫帚菜","sǎo zhǒu cài"
"扫帚颠倒竖","sǎo zhǒu diān dǎo shù"
"扫帚星","sǎo zhǒu xīnɡ"
"扫竹","sǎo zhú"
"嫂夫人","sǎo fū rén"
"嫂溺叔援","sǎo nì shū yuán"
"嫂嫂","sǎo sǎo"
"嫂子","sǎo zǐ"
"埽岸"," àn"
"埽愁帚"," chóu zhǒu"
"埽除"," chú"
"埽黛"," dài"
"埽荡"," dànɡ"
"上客","shànɡ kè"
"上课","shànɡ kè"
"上空","shànɡ kōnɡ"
"上控","shànɡ kònɡ"
"上口","shànɡ kǒu"
"上口字","shànɡ kǒu zì"
"上款","shànɡ kuǎn"
"上来","shànɡ lái"
"上牢","shànɡ láo"
"上老","shànɡ lǎo"
"上礼","shànɡ lǐ"
"上厉","shànɡ lì"
"上利","shànɡ lì"
"上联","shànɡ lián"
"上脸","shànɡ liǎn"
"上梁","shànɡ liánɡ"
"上梁不正下梁歪","shànɡ liánɡ bù zhènɡ xià liánɡ wāi"
"上梁文","shànɡ liánɡ wén"
"上列","shànɡ liè"
"上烈","shànɡ liè"
"上林","shànɡ lín"
"上林苑","shànɡ lín yuàn"
"上灵","shànɡ línɡ"
"上陵","shànɡ línɡ"
"上陵下替","shànɡ línɡ xià tì"
"上令","shànɡ lìnɡ"
"上溜头","shànɡ liū tóu"
"上流社会","shànɡ liú shè huì"
"上流头","shànɡ liú tóu"
"上留田","shànɡ liú tián"
"上六","shànɡ liù"
"上偻","shànɡ lǚ"
"上楼去梯","shànɡ lóu qù tī"
"上漏下湿","shànɡ lòu xià shī"
"上禄","shànɡ lù"
"上路","shànɡ lù"
"上戮","shànɡ lù"
"上旅","shànɡ lǚ"
"上略","shànɡ lüè"
"上落","shànɡ luò"
"上马","shànɡ mǎ"
"上马杯","shànɡ mǎ bēi"
"上马一提金，下马一提银","shànɡ mǎ yī tí jīn  xià mǎ yī tí yín"
"上嫚下暴","shànɡ  xià bào"
"上慢下暴","shànɡ màn xià bào"
"上忙","shànɡ mánɡ"
"上门","shànɡ mén"
"上面","shànɡ miàn"
"上妙","shànɡ miào"
"上命","shànɡ mìnɡ"
"上木驴","shànɡ mù lǘ"
"上墓","shànɡ mù"
"上纳","shànɡ nà"
"上南落北","shànɡ nán luò běi"
"上難","shànɡ jī"
"上能","shànɡ nénɡ"
"上逆","shànɡ nì"
"上年","shànɡ nián"
"上年纪","shànɡ nián jì"
"上农","shànɡ nónɡ"
"上农夫","shànɡ nónɡ fū"
"上女","shànɡ nǚ"
"上篇上论","shànɡ piān shànɡ lùn"
"上骈","shànɡ pián"
"上品","shànɡ pǐn"
"上平","shànɡ pínɡ"
"上坡","shànɡ pō"
"上齐","shànɡ qí"
"上启","shànɡ qǐ"
"上气","shànɡ qì"
"上气不接下气","shànɡ qì bù jiē xià qì"
"上迁","shànɡ qiān"
"上荨","shànɡ qián"
"上腔","shànɡ qiānɡ"
"上窍","shànɡ qiào"
"上卿","shànɡ qīnɡ"
"上清","shànɡ qīnɡ"
"上清宫","shànɡ qīnɡ ɡōnɡ"
"上清观","shànɡ qīnɡ ɡuān"
"上清箓","shànɡ qīnɡ lù"
"上清童子","shànɡ qīnɡ tónɡ zǐ"
"上请","shànɡ qǐnɡ"
"上穹","shànɡ qiónɡ"
"上秋","shànɡ qiū"
"上去","shànɡ qù"
"上圈套","shànɡ quān tào"
"上券","shànɡ quàn"
"上壤","shànɡ rǎnɡ"
"上饶市","shànɡ ráo shì"
"上人","shànɡ rén"
"上人儿","shànɡ rén ér"
"上仁","shànɡ rén"
"上任","shànɡ rèn"
"上衽","shànɡ rèn"
"上日","shànɡ rì"
"上荣","shànɡ rónɡ"
"上瑞","shànɡ ruì"
"上三旗","shànɡ sān qí"
"上色","shànɡ sè"
"上刹","shànɡ shā"
"上山","shànɡ shān"
"上山擒虎易，开口告人难","shànɡ shān qín hǔ yì  kāi kǒu ɡào rén nán"
"上山下乡","shànɡ shān xià xiānɡ"
"上山捉虎，下海擒龙","shànɡ shān zhuō hǔ  xià hǎi qín lónɡ"
"上善","shànɡ shàn"
"上赏","shànɡ shǎnɡ"
"上上","shànɡ shànɡ"
"上上乘","shànɡ shànɡ chénɡ"
"上上人","shànɡ shànɡ rén"
"上上手","shànɡ shànɡ shǒu"
"上上下下","shànɡ shànɡ xià xià"
"上梢","shànɡ shāo"
"上稍","shànɡ shāo"
"上舍","shànɡ shě"
"上身","shànɡ shēn"
"上神","shànɡ shén"
"上升","shànɡ shēnɡ"
"上声","shànɡ shēnɡ"
"上牲","shànɡ shēnɡ"
"上圣","shànɡ shènɡ"
"上时","shànɡ shí"
"上食","shànɡ shí"
"上士","shànɡ shì"
"上世","shànɡ shì"
"上市","shànɡ shì"
"上市公司","shànɡ shì ɡōnɡ sī"
"上市证券","shànɡ shì zhènɡ quàn"
"上事","shànɡ shì"
"上收","shànɡ shōu"
"上手","shànɡ shǒu"
"上首","shànɡ shǒu"
"上首功","shànɡ shǒu ɡōnɡ"
"上寿","shànɡ shòu"
"上书","shànɡ shū"
"上书房","shànɡ shū fánɡ"
"上疏","shànɡ shū"
"上孰","shànɡ shú"
"上熟","shànɡ shú"
"上术","shànɡ shù"
"上述","shànɡ shù"
"上树拔梯","shànɡ shù bá tī"
"上水","shànɡ shuǐ"
"上水船","shànɡ shuǐ chuán"
"上税","shànɡ shuì"
"上说天堂，下说苏杭","shànɡ shuō tiān tánɡ  xià shuō sū hánɡ"
"上司","shànɡ sī"
"上司衙门","shànɡ sī yá mén"
"上巳","shànɡ sì"
"上嗣","shànɡ sì"
"上诉不加刑","shànɡ sù bù jiā xínɡ"
"上泝","shànɡ "
"上宿","shànɡ xiǔ"
"上溯","shànɡ sù"
"上愬","shànɡ "
"上算","shànɡ suàn"
"上岁","shànɡ suì"
"上岁数","shànɡ suì shù"
"上遂","shànɡ suí"
"上锁","shànɡ suǒ"
"上台","shànɡ tái"
"射招","shè zhāo"
"射正","shè zhènɡ"
"射雉","shè zhì"
"射雉戏","shè zhì xì"
"射埻","shè "
"涉笔","shè bǐ"
"涉笔成趣","shè bǐ chénɡ qù"
"涉江","shè jiānɡ"
"涉览","shè lǎn"
"涉历","shè lì"
"涉厉","shè lì"
"涉难","shè nán"
"涉禽类","shè qín lèi"
"涉趣","shè qù"
"涉人","shè rén"
"涉事","shè shì"
"涉朔","shè shuò"
"涉讼","shè sònɡ"
"涉俗","shè sú"
"涉外","shè wài"
"涉嫌","shè xián"
"涉险","shè xiǎn"
"涉想","shè xiǎnɡ"
"涉旬","shè xún"
"涉远","shè yuǎn"
"涉月","shè yuè"
"涉阅","shè yuè"
"涉足","shè zú"
"赦除","shè chú"
"赦贷","shè dài"
"赦恩","shè ēn"
"赦放","shè fànɡ"
"赦肺侯","shè fèi hòu"
"赦格","shè ɡé"
"赦孤","shè ɡū"
"赦过","shè ɡuò"
"赦过宥罪","shè ɡuò yòu zuì"
"赦令","shè lìnɡ"
"赦事诛意","shè shì zhū yì"
"赦贳","shè shì"
"赦释","shè shì"
"赦书","shè shū"
"赦赎","shè shú"
"赦恕","shè shù"
"赦图","shè tú"
"赦宥","shè yòu"
"赦原","shè yuán"
"赦罪","shè zuì"
"慑北","shè běi"
"慑怖","shè bù"
"慑惮","shè dàn"
"慑愕","shè è"
"慑伏","shè fú"
"慑服","shè fú"
"慑骇","shè hài"
"慑悸","shè jì"
"慑惧","shè jù"
"慑栗","shè lì"
"慑鋝","shè "
"慑气","shè qì"
"慑怯","shè qiè"
"慑屈","shè qū"
"慑慑","shè shè"
"慑悚","shè sǒnɡ"
"慑耸","shè sǒnɡ"
"慑愯","shè sǒnɡ"
"慑畏","shè wèi"
"慑息","shè xī"
"慑詟","shè zhé"
"慑惴","shè zhuì"
"摄承","shè chénɡ"
"摄持","shè chí"
"摄次","shè cì"
"摄代","shè dài"
"摄牒","shè dié"
"摄放","shè fànɡ"
"摄伏","shè fú"
"摄服","shè fú"
"摄辅","shè fǔ"
"摄弓","shè ɡōnɡ"
"摄勾","shè ɡōu"
"摄固","shè ɡù"
"摄官","shè ɡuān"
"摄护","shè hù"
"摄护腺","shè hù xiàn"
"摄化","shè huà"
"摄画","shè huà"
"摄魂","shè hún"
"摄级","shè jí"
"摄假","shè jiǎ"
"摄检","shè jiǎn"
"摄景","shè jǐnɡ"
"摄居","shè jū"
"摄空","shè kōnɡ"
"摄理","shè lǐ"
"摄力","shè lì"
"摄敛","shè liǎn"
"摄疗","shè liáo"
"摄领","shè lǐnɡ"
"摄録","shè "
"摄缕","shè lǚ"
"摄论宗","shè lùn zōnɡ"
"摄罗子","shè luó zǐ"
"摄袂","shè mèi"
"摄念","shè niàn"
"摄判","shè pàn"
"摄齐","shè qí"
"摄契","shè qì"
"摄取","shè qǔ"
"摄任","shè rèn"
"摄衽","shè rèn"
"摄摄","shè shè"
"摄身","shè shēn"
"摄生","shè shēnɡ"
"摄盛","shè shènɡ"
"摄氏温标","shè shì wēn biāo"
"摄氏温度计","shè shì wēn dù jì"
